id,split,text,learned_valence,human_valence,learned_arousal,human_arousal,learned_dominance,human_dominance
hotel-california_29537_29552,dev,asked Adrienne.,-0.03156387805938721,0.0,-0.03330094367265701,-0.16500000655651093,-0.021003389731049538,0.054999999701976776
hotel-california_5135_5232,dev,"I died in those last moments, suffocating on my own exhaled breath, and this, this was my reward.",-0.028026439249515533,-0.3499999940395355,0.11106156557798386,0.30000001192092896,0.07826252281665802,-0.25
118CWL050_2331_2435,dev,You are an important part in making sure these young people are matched with caring adult mentors.,0.00034108012914657593,0.0,0.0261596217751503,-0.05000000074505806,0.07367025315761566,0.0
Black_and_white_381_543,dev,"At the same time in our modern society, color has been seen as an external threat to be purged from the enlightened mind and space.",-0.004649125039577484,-0.05000000074505806,0.07470466941595078,0.05000000074505806,0.07506587356328964,0.0
IntroHongKong_3491_3715,dev,"There are many stories of refugees who arrived with nothing in their pockets, set up a small sidewalk stall, worked diligently until they had their own store, and then expanded it into a modest chain.",-0.02590952068567276,0.22499999403953552,0.09267161041498184,-0.04500000178813934,0.07295195758342743,0.0
detroit_16848_16864,dev,Thanks Lump-man.,-0.0911945030093193,0.09000000357627869,-0.00868254154920578,0.04500000178813934,0.032937757670879364,0.04500000178813934
Nathans_Bylichka_24949_25020,dev,"Outside, the thing at the herb cart nodded when we mentioned the stone.",0.01302972063422203,-0.05000000074505806,0.08324030786752701,-0.05000000074505806,0.04612565040588379,-0.05000000074505806
Tupelo-Honey-Cafe_3029_3124,dev,"No sooner had I taken the above photo, when a server (not even my server) appeared at my elbow.",-0.006150975823402405,-0.05000000074505806,0.09316333383321762,-0.05000000074505806,0.06513413786888123,-0.15000000596046448
NYTnewswire9_9353_9579,dev,"When an unsuspecting Tibbets descended from the Enola Gay on Tinian, he barely managed to palm his pipe as Gen. Carl Spaatz, commander of the Strategic Air Forces, stepped forward to pin the medal on his bomb flight coveralls.",0.0021526068449020386,0.05999999865889549,0.11312801390886307,-0.05999999865889549,0.07599543035030365,-0.06499999761581421
WhatToHongKong_16546_16554,dev,Theater.,0.0007305890321731567,0.0,0.006457235664129257,0.08500000089406967,-0.040760595351457596,0.0
SemEval_820,dev,Super Bowl MVP Manning insists he's one of the guys,0.033109284937381744,0.09000000357627869,0.08444034308195114,-0.04500000178813934,0.027213888242840767,0.04500000178813934
WhatToHongKong_1337_1435,dev,Shops in Central are an exception; they generally close at 6pm and are not open on Sunday.,0.011700920760631561,0.0,0.06590577214956284,0.0,0.07565181702375412,0.0
anth_essay_4_753_815,dev,One of the most dominant and easily noted factors is language.,-0.008873976767063141,0.0,0.03435827046632767,0.0,0.027050862088799477,0.16500000655651093
Bartok_3174_3210,dev,"To begin with, the movement is in F.",-0.02008538693189621,0.0,0.044854141771793365,-0.05999999865889549,0.04638711363077164,0.0
Fermentation_HR5034_6278_6406,dev,"This claim by the wholesalers that H.R. 5034 ""does not amend"" federal regulations on alcohol is a straight up misrepresentation.",-0.013079769909381866,-0.15000000596046448,0.04971040040254593,0.20000000298023224,0.06216441094875336,0.05000000074505806
WhereToHongKong_42102_42243,dev,"Macau’s own currency, the pataca, is pegged to the Hong Kong dollar, and you can use your Hong Kong currency freely in Macau.",-0.02493932843208313,0.15000000596046448,0.09405971318483353,-0.15000000596046448,0.06963926553726196,0.05000000074505806
Tupelo-Honey-Cafe_3486_3532,dev,"But even if you're not, try this out sometime.",0.013720385730266571,0.10000000149011612,0.024673067033290863,0.0,0.07380082458257675,0.15000000596046448
captured_moments_9978_10047,dev,"The editor says no, only those that are relevant.",-0.03046107292175293,0.0,0.08004608005285263,0.054999999701976776,0.04193203151226044,0.16500000655651093
Nathans_Bylichka_38850_38931,dev,"“Okay,” he said as we hit the street, “we’re going to see another friend of mine.",0.028583195060491562,0.15000000596046448,0.05241694301366806,0.05000000074505806,0.05956610292196274,-0.05000000074505806
vampires_1777_1901,dev,If you were off Zombies would you have gotten back on it time to publish NY Times bestseller Pride & Prejudice and Zombies ?,0.01982273906469345,0.0,0.0664779543876648,-0.10000000149011612,0.05940576642751694,0.0
Ohio_Steel_213_241,dev,An Extended Essay in History,-0.02613557130098343,0.0,0.026278875768184662,-0.125,0.006920142099261284,0.05999999865889549
Fermentation_HR5034_6323_6339,dev,"""does not amend""",0.06689634919166565,-0.14499999582767487,-0.0222872756421566,0.0,0.020031100139021873,0.07000000029802322
The_Black_Willow_22364_22580,dev,"Fallen trunks lay rotting across the rivulet; the living elders oversaw the grove while younger trees, still small and not yet as knotted and gnarled as their forefathers, sprang up where branches reached the ground.",0.018337298184633255,0.05000000074505806,0.1135810986161232,0.0,0.061441004276275635,0.05000000074505806
NWF1_3131_3283,dev,Through the colorful pages of NATIONAL WILDLIFE you will be fascinated by exquisite photography from some of the best nature photographers in the world.,-0.019725605845451355,0.25,0.08213581144809723,0.3100000023841858,0.0628475770354271,0.1850000023841858
captured_moments_11497_11701,dev,"The Tasha in this file would walk through a net show in half an hour, including commercials, and just before an ad for Figuero's Flash Diapers -- Keeps Baby Driest!",-0.003920108079910278,-0.07000000029802322,0.06614171713590622,-0.07000000029802322,0.056510940194129944,-0.07000000029802322
20020731-nyt_25556_25589,dev,"""This is the Mona Lisa of coins,""",0.005063895136117935,0.0,0.003952093422412872,0.05999999865889549,0.038490183651447296,0.25
hotel-california_20706_20733,dev,We're just dumb and lucky.”,0.055537790060043335,0.05000000074505806,-0.018484489992260933,0.10000000149011612,0.061986565589904785,-0.10000000149011612
WhatToHongKong_8660_8749,dev,Also check out Star Computer City in the Star House near the Star Ferry terminal.,-0.009003892540931702,0.10000000149011612,0.0950116291642189,0.05000000074505806,0.055265359580516815,0.0
SemEval_643,dev,"Bush authorized Iranians' arrest in Iraq, Rice says",-0.027629703283309937,0.0,0.06023678928613663,-0.05000000074505806,0.0404684916138649,0.05000000074505806
wsj_0106_194_273,dev,"Perpetual preferred shares aren't retractable by the holders, the company said.",0.0008888989686965942,-0.05000000074505806,0.08699638396501541,-0.05000000074505806,0.051696084439754486,-0.05000000074505806
112C-L014_1631_1655,dev,Mary Roth Tom Hirschauer,-0.016736775636672974,0.0,0.0005683489143848419,-0.15000000596046448,-0.021069593727588654,0.0
112C-L016_94_189,dev,"At Pleasant Run, Inc. we are making plans and arrangements for our children and families.",0.04256351292133331,0.05000000074505806,0.05865650624036789,-0.15000000596046448,0.04976058006286621,-0.10000000149011612
Nathans_Bylichka_14294_14314,dev,He really stood out.,-0.014176338911056519,0.05999999865889549,-0.026427360251545906,0.125,-0.007578479126095772,0.05999999865889549
110CYL071_2323_2391,dev,Please send the largest contribution you can comfortably make.,-0.011844046413898468,-0.10000000149011612,0.09104254096746445,-0.10000000149011612,0.05034978687763214,0.15000000596046448
SemEval_80,dev,Google to unveil election mashup,-0.020226597785949707,0.0,0.04426854848861694,-0.10000000149011612,0.04045722633600235,0.0
SemEval_815,dev,Cisco sues Apple over iPhone name,0.02132468670606613,-0.30000001192092896,0.08167599141597748,0.15000000596046448,-0.005776477977633476,0.15000000596046448
captured_moments_10838_10852,dev,You loved her.,0.026352249085903168,0.3499999940395355,-0.0008083507418632507,0.0,0.005670784041285515,0.0
118CWL048_61_71,dev,"Dear Name,",-0.033919379115104675,0.0,-0.02981385588645935,0.10000000149011612,0.005342228338122368,0.05000000074505806
WhereToHongKong_56281_56446,dev,"Guangzhou, with a population of more than 5 million, straddles the Pearl River — China’s fifth longest — which links the city to the South China Sea.",-0.0007944777607917786,0.0,0.07624038308858871,0.0,0.05314242094755173,0.0
hotel-california_21055_21090,dev,"Ray shrugged, then got up and left.",0.000853225588798523,-0.20000000298023224,0.04831089824438095,-0.10000000149011612,-0.014378434047102928,-0.10000000149011612
SemEval_528,dev,Global National Major child porn ring bust,-0.011899389326572418,-0.25,0.04950945824384689,0.08500000089406967,0.003823818638920784,0.16500000655651093
aspca1_522_534,dev,Dear Friend:,-0.02160799503326416,0.25,-0.10414299368858337,-0.05999999865889549,-0.016829442232847214,0.0
Nathans_Bylichka_34697_34767,dev,"As long as I looked at it, it didn’t reveal any magic sparkle or glow.",-0.01766994595527649,-0.125,0.06091562658548355,-0.05999999865889549,0.07036243379116058,-0.125
SemEval_229,dev,"Dad locked up son, watched on TV, police say",0.007212277501821518,-0.25,0.09627924114465714,-0.08500000089406967,0.043352171778678894,0.16500000655651093
audubon1_421_470,dev,And who plans to commit such a mass bird killing?,-0.024248473346233368,-0.5,0.02035047858953476,-0.10000000149011612,0.029949160292744637,-0.10000000149011612
NWF1_1606_1664,dev,Ranger Rick is just one of our many wildlife publications.,0.020330477505922318,0.05000000074505806,0.027225494384765625,0.0,0.03901462256908417,0.0
hotel-california_25603_25617,dev,"“Disappeared,”",0.03856293857097626,-0.05000000074505806,0.04998485743999481,0.0,0.016825595870614052,-0.05000000074505806
A1_734_1004,dev,"He said that it would he possible for the companies working in the electronic trade sector to make Dubai their headquarters, and to establish offices here and provide employment and own machinery in the zone opened to companies fully owned by the foreigners.",-0.007126331329345703,0.07000000029802322,0.07771870493888855,-0.07000000029802322,0.06621570140123367,0.0
A_defense_of_Michael_Moore_23403_23627,dev,"Not surprisingly, guncite, too, compares data from different years -- as I know from personal experience, it is quite difficult to do comparisons of crime statistics due to differences in reporting frequency and methodology.",-0.0023864135146141052,-0.14499999582767487,0.08007756620645523,0.0,0.06657109409570694,0.07000000029802322
WhereToHongKong_30409_30548,dev,The Art Gallery in the Institute of Chinese Studies Building is worth a visit for its painting and calligraphy collections.,0.007466964423656464,0.10000000149011612,0.06867929548025131,0.0,0.03712749481201172,0.05000000074505806
Black_and_white_6898_6942,dev,"Thus, began the cult of the black and white.",0.001079753041267395,0.0,0.07100839912891388,-0.15000000596046448,0.04945787787437439,0.0
SemEval_556,dev,India's Taj Mahal gets facelift,0.024913012981414795,0.20000000298023224,0.04358190298080444,0.10000000149011612,0.03449340909719467,0.10000000149011612
hsus4_5287_5379,dev,Registration by the Secretary of State does not imply endorsement by the Secretary of State.,-0.04769247770309448,-0.04500000178813934,0.05399235337972641,-0.09000000357627869,0.053040146827697754,0.0
114CUL058_99_156,dev,We need your help in continuing the work of Jameson Camp.,-0.013967178761959076,0.10000000149011612,0.016632791608572006,0.20000000298023224,0.04001341760158539,-0.05000000074505806
audubon2_1425_1710,dev,"This award-winning style is evident in every issue with behind-the-headlines reporting, passionate coverage of the environment, exotic journeys to remote places you may never otherwise experience, and of course, in AUDUBON’s famous photography of nature’s most awe-inspiring creations.",-0.011988520622253418,0.10999999940395355,0.10217156261205673,0.054999999701976776,0.06969434767961502,0.054999999701976776
SemEval_581,dev,Shareholders sue Apple,-0.06229972094297409,-0.25,0.005627378821372986,0.15000000596046448,-0.04087717458605766,0.05000000074505806
wsj_0168_488_616,dev,The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share.,-0.03067421168088913,0.10000000149011612,0.09224977344274521,0.05000000074505806,0.05185718834400177,0.05000000074505806
20000415_apw_eng-NEW_985_1240,dev,"If supplies are not reaching the people who need them, Hall said, he wanted to find out whether the United Nations or relief agencies needed to handle things differently, or whether ""Iraq needs to get out of the way and let us do the job.""",-0.008569560945034027,-0.15000000596046448,0.08043602854013443,0.20000000298023224,0.06850066781044006,0.05000000074505806
SemEval_926,dev,Action intensity boosts vision,-0.0007213503122329712,0.0,0.039213307201862335,0.0,-0.021560827270150185,-0.07000000029802322
20000419_apw_eng-NEW_95_111,dev,"BASRA, Iraq (AP)",-0.013981357216835022,-0.08500000089406967,0.05042743682861328,-0.17000000178813934,0.017769360914826393,-0.08500000089406967
hotel-california_25160_25170,dev,“Why not?”,0.0638946145772934,0.0,-0.04644620046019554,0.0,0.04325607419013977,0.0
Nathans_Bylichka_2904_2985,dev,"Come on, I don’t have to get fucked up every time we go out just to enjoy myself.",-0.01690063625574112,-0.36500000953674316,0.05025911331176758,0.3199999928474426,0.06879793852567673,0.13500000536441803
Seedbombing_1296_1372,dev,"If the fertilizer in the mix is what I think it is, that wouldn't be pretty.",-0.005275443196296692,-0.25,0.05789890140295029,-0.10000000149011612,0.03744755685329437,0.0
WhereToHongKong_30052_30228,dev,"The Sai Kung area is the location of two official parks and nature preserves, while on the south side of the peninsula are some of the territory’s best beaches.",-0.0016774237155914307,0.0,0.0782950147986412,-0.15000000596046448,0.0482344776391983,0.0
SemEval_515,dev,Dance movie takes over No. 1,-0.0385764017701149,0.20000000298023224,-0.007226020097732544,0.0,-0.017800264060497284,0.05000000074505806
SemEval_1084,dev,Experts issue new heart disease guidelines for women,-0.005731344223022461,0.0,0.06956834346055984,0.05000000074505806,0.014424515888094902,0.10000000149011612
SemEval_1382,dev,Cousin: Gunman was Srebrenica survivor,-0.030867591500282288,-0.05999999865889549,0.05516903102397919,0.0,0.013868791982531548,-0.125
Nathans_Bylichka_3260_3337,dev,"If it was March, that meant that we’d been together almost a year and a half.",0.032244786620140076,0.10000000149011612,0.02112637460231781,-0.10000000149011612,0.013015268370509148,0.0
SemEval_1047,dev,Japanese whaling ship won't accept help,-0.007797650992870331,-0.30000001192092896,0.047210708260536194,-0.05000000074505806,0.017744502052664757,-0.05000000074505806
detroit_858_923,dev,"The artist types notified their buddies, who moved in post haste.",-0.03770112246274948,0.05000000074505806,0.08351542800664902,0.0,0.054701440036296844,0.0
SemEval_540,dev,Golden Globes on their way,-0.045769333839416504,0.15000000596046448,0.08598656207323074,0.20000000298023224,0.016537776216864586,0.05000000074505806
detroit_10948_11052,dev,"No, even before that -- The Dollmaker has often been called 'America's least pretentious masterpiece'.",0.018554508686065674,0.0,0.05758140981197357,-0.05000000074505806,0.059638671576976776,0.05000000074505806
20020731-nyt_45721_45895,dev,"President Bush has now unveiled his long-awaited ""Clear Skies"" proposal, which he promises will simplify and strengthen the Clean Air Act without crippling American industry.",0.006012611091136932,0.04500000178813934,0.08334057778120041,-0.04500000178813934,0.07458146661520004,0.0
119CWL041_851_942,dev,You have shared in the vision and the leadership of the YMCA of Greater Indianapolis.,-0.01668715476989746,0.10000000149011612,0.04130421578884125,0.0,0.03463473170995712,0.0
easy_money_1085_1117,dev,"'m a linguistics researcher, Ed.",0.0448337160050869,0.0,0.0686333104968071,-0.16500000655651093,0.041422151029109955,0.0
WhatToHongKong_12478_12530,dev,An enormous variety of makes and models are on sale.,-0.0159362331032753,0.07000000029802322,0.03233041614294052,0.0,0.037843942642211914,0.0
easy_money_5306_5417,dev,He pulled out a small leather diary and opened it to a yellowed page marked with yet another small sticky note.,0.011683560907840729,0.0,0.08458489924669266,0.0,0.05397254228591919,-0.07000000029802322
